day,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,play
D1697,0,1,1,1,0,1,1,1,1,1,0
D1698,1,0,0,1,1,1,1,1,0,0,0
D1699,0,0,0,1,0,1,0,0,0,0,0
D1700,1,0,1,1,0,1,0,0,1,1,0
D1701,1,0,1,1,1,1,0,0,0,0,0
D1702,1,0,0,1,0,1,0,1,0,0,0
D1703,1,0,1,1,0,1,0,0,0,0,0
D1704,0,0,1,1,0,1,0,0,1,0,0
D1705,0,0,0,1,0,0,0,0,0,0,0
D1706,0,0,0,1,0,1,1,1,0,0,0
D1707,0,1,1,1,0,1,0,1,0,0,0
D1708,0,0,0,1,0,1,0,1,0,1,0
D1709,1,0,0,1,0,1,1,0,0,1,0
D1710,1,0,0,1,0,1,1,0,0,1,0
D1711,1,0,1,1,1,1,0,0,0,1,0
D1712,1,0,1,1,1,1,0,1,0,0,0
D1713,0,0,0,1,0,0,0,0,0,0,0
D1714,1,1,1,1,0,0,1,0,0,0,0
D1715,1,0,1,1,0,1,0,1,0,0,0
D1716,1,0,1,1,0,1,0,1,0,0,0
D1717,0,0,1,1,1,0,1,0,1,0,0
D1718,1,0,1,1,0,1,0,0,1,1,0
D1719,1,1,0,1,0,1,0,1,0,1,0
D1720,1,0,0,1,0,1,0,1,0,1,0
D1721,1,0,1,1,1,1,0,1,0,0,0
D1722,1,1,1,1,0,1,0,0,1,1,0
D1723,0,1,0,1,1,1,0,1,0,0,0
D1724,1,1,0,1,1,1,1,1,0,0,0
D1725,0,0,1,1,0,1,0,1,0,0,0
D1726,1,0,0,1,0,1,0,1,0,0,0
D1727,1,1,0,1,0,1,0,1,0,0,0
D1728,1,0,0,1,1,1,0,0,0,0,0
D1729,0,0,1,1,0,1,1,0,1,0,0
D1730,1,0,0,1,0,1,0,0,0,0,0
D1731,1,0,1,1,0,1,1,0,1,0,0
D1732,1,0,0,1,0,1,0,1,0,0,0
D1733,0,0,1,1,0,1,0,1,0,0,0
D1734,1,0,0,1,0,1,0,0,0,0,0
D1735,1,0,1,1,1,1,0,1,0,0,0
D1736,0,1,1,1,1,0,1,1,0,0,0
D1737,0,1,0,1,0,1,0,1,0,1,0
D1738,1,1,1,1,1,1,0,1,0,1,0
D1739,1,1,0,1,0,1,1,1,0,0,0
D1740,0,0,1,1,1,1,0,1,0,0,0
D1741,1,0,1,1,1,1,0,1,0,0,0
D1742,1,1,0,1,0,1,0,0,0,0,0
D1743,0,0,1,1,0,1,0,0,1,0,0
D1744,1,0,0,1,0,1,0,0,0,0,0
D1745,0,0,1,1,0,1,0,1,0,1,0
D1746,1,0,0,1,0,1,0,0,0,1,0
D1747,1,0,0,1,1,0,0,1,0,0,0
D1748,1,0,1,1,0,1,0,0,0,0,0
D1749,1,1,1,1,0,0,1,0,0,0,0
D1750,1,0,1,1,0,1,0,0,1,1,0
D1751,1,1,0,1,0,1,1,0,0,0,0
D1752,1,1,1,1,0,1,1,0,0,1,0
D1753,0,0,0,1,1,1,0,0,0,0,0
D1754,0,0,1,1,1,1,0,1,1,0,0
D1755,1,0,0,1,1,1,1,1,0,0,0
D1756,0,0,1,1,0,1,0,1,1,0,0
D1757,1,0,0,1,1,1,1,1,0,0,0
D1758,0,0,1,1,0,1,0,0,1,1,0
D1759,0,0,1,1,0,1,0,1,0,0,0
D1760,1,1,1,1,0,1,1,0,1,1,0
D1761,0,0,1,1,1,1,1,1,1,0,0
D1762,1,0,1,1,1,1,0,0,0,0,0
D1763,0,0,0,1,0,1,0,1,0,1,0
D1764,0,1,1,1,1,0,0,1,0,0,0
D1765,1,0,1,1,0,1,0,0,1,0,0
D1766,1,0,1,1,1,1,1,0,1,1,0
D1767,0,1,0,1,0,1,1,0,0,1,0
D1768,1,1,0,1,0,1,1,1,0,1,0
D1769,0,0,0,1,0,1,0,0,1,1,0
D1770,1,1,1,1,0,1,0,1,0,1,0
D1771,1,1,1,1,0,1,0,0,0,0,0
D1772,0,0,0,1,0,1,0,1,0,0,0
D1773,0,0,0,1,0,1,0,1,0,0,0
D1774,1,0,1,1,0,1,0,1,0,0,0
D1775,1,0,0,1,1,1,0,1,0,1,0
D1776,1,1,1,1,0,1,0,0,1,1,0
D1777,0,0,0,1,0,0,0,0,0,0,0
D1778,1,1,0,1,0,1,0,0,0,0,0
D1779,1,0,0,1,0,1,0,1,0,0,0
D1780,1,0,0,1,0,1,0,1,0,0,0
D1781,1,1,0,1,0,1,1,1,0,0,0
D1782,1,0,1,1,1,1,0,0,0,1,0
D1783,1,0,0,1,1,1,1,1,0,1,0
D1784,1,0,1,1,0,1,0,0,0,1,0
D1785,1,0,1,1,0,1,0,1,0,0,0
D1786,0,0,0,1,0,1,0,0,0,0,0
D1787,1,0,1,1,1,1,0,0,1,0,0
D1788,0,0,1,1,0,1,0,1,0,1,0
D1789,1,0,0,1,0,1,0,0,0,0,0
D1790,0,0,1,1,0,1,0,1,1,0,0
D1791,1,1,0,1,0,1,0,0,0,1,0
D1792,1,0,0,1,0,1,0,0,0,0,0
D1793,1,0,1,1,0,1,0,0,0,0,0
D1794,0,1,0,1,0,1,0,1,0,0,0
D1795,1,0,0,1,1,1,0,1,0,0,0
D1796,1,0,1,1,0,1,0,0,0,0,0
D1797,0,0,1,1,1,1,0,1,0,0,0
D1798,1,1,0,1,1,1,0,0,0,0,0
D1799,1,0,1,1,1,1,0,1,1,0,0
D1800,1,1,0,1,1,1,0,1,0,1,0
D1801,0,0,0,1,0,1,0,0,0,0,0
D1802,0,0,0,1,1,0,0,0,0,1,0
D1803,1,1,1,1,0,1,1,0,1,1,0
D1804,1,0,0,1,1,1,0,1,0,0,0
D1805,0,0,1,1,0,1,1,0,1,1,0
D1806,1,0,0,1,0,1,0,1,0,0,0
D1807,0,0,0,1,1,0,0,1,0,0,0
D1808,1,0,0,1,0,1,1,1,0,0,0
D1809,1,0,1,1,1,1,0,0,1,1,0
D1810,1,0,0,1,1,1,0,1,0,0,0
D1811,0,0,0,1,0,1,0,1,0,0,0
D1812,0,0,1,1,1,0,1,1,1,0,0
D1813,1,0,0,1,0,1,0,0,0,0,0
D1814,0,0,1,1,0,1,0,0,1,0,0
D1815,1,1,0,1,0,1,1,1,0,0,0
D1816,1,0,0,1,0,1,0,1,0,0,0
D1817,0,1,1,1,0,1,0,1,1,0,0
D1818,1,0,1,1,0,0,1,1,1,1,0
D1819,1,0,0,1,0,1,1,0,0,0,0
D1820,0,0,0,1,0,0,1,1,0,1,0
D1821,1,0,1,1,0,1,0,0,0,1,0
D1822,0,0,1,1,0,1,0,0,0,0,0
D1823,0,1,1,1,1,1,0,0,0,1,0
D1824,1,0,1,1,1,1,1,1,0,0,0
D1825,0,1,1,1,1,1,0,1,0,0,0
D1826,0,1,0,1,1,1,1,1,0,0,0
D1827,1,0,0,1,0,1,0,1,0,1,0
D1828,0,0,0,1,0,0,0,1,0,0,0
D1829,1,0,1,1,1,1,0,1,1,0,0
D1830,1,1,1,1,1,1,0,1,1,0,0
D1831,1,1,0,1,0,1,1,0,0,0,0
D1832,0,0,1,1,1,1,0,1,1,1,0
D1833,0,0,1,1,0,0,0,0,0,0,0
D1834,1,0,1,1,0,1,0,0,0,0,0
D1835,1,0,1,1,0,1,0,0,0,0,0
D1836,1,0,0,1,0,1,0,0,0,0,0
D1837,1,0,1,1,1,1,0,1,1,0,0
D1838,1,1,1,1,1,1,0,1,0,0,0
D1839,1,0,0,1,1,1,1,0,0,1,0
D1840,0,0,0,1,0,1,0,1,0,0,0
D1841,0,0,1,1,0,1,0,1,1,0,0
D1842,1,0,0,1,0,1,0,1,0,0,0
D1843,1,1,0,1,0,1,1,0,0,1,0
D1844,1,0,0,1,0,1,0,0,0,0,0
D1845,0,0,1,1,1,1,0,1,0,0,0
D1846,1,0,0,1,0,1,0,0,0,0,0
D1847,0,0,0,1,1,0,0,0,0,0,0
D1848,1,1,0,1,0,1,1,0,0,0,0
D1849,0,1,1,1,0,1,0,1,0,0,0
D1850,1,1,0,1,0,1,0,0,0,0,0
D1851,0,1,0,1,1,1,0,1,0,0,0
D1852,1,0,1,1,0,1,1,0,0,0,0
D1853,0,0,0,1,0,0,1,1,0,0,0
D1854,1,0,1,1,0,1,0,1,0,0,0
D1855,1,0,1,1,0,1,1,1,0,0,0
D1856,1,0,0,1,0,1,0,1,0,1,0
D1857,0,0,1,1,0,1,0,1,0,0,0
D1858,1,0,1,1,0,1,0,0,0,0,0
D1859,1,0,1,1,0,1,1,1,1,1,0
D1860,0,1,0,1,1,1,0,1,0,1,0
D1861,0,1,0,1,1,1,1,0,0,0,0
D1862,0,0,0,1,0,0,0,1,0,0,0
D1863,0,1,0,1,0,1,0,1,0,0,0
D1864,0,0,1,1,0,1,0,0,0,0,0
D1865,1,0,1,1,1,1,0,1,1,0,0
D1866,0,0,1,1,0,0,1,0,1,0,0
D1867,1,1,0,1,0,1,0,0,0,0,0
D1868,1,0,0,1,0,1,0,1,0,0,0
D1869,1,1,1,1,1,1,0,0,1,1,0
D1870,0,0,0,1,0,1,0,1,0,1,0
D1871,1,1,1,1,1,1,0,1,0,1,0
D1872,0,0,1,1,0,1,0,0,1,0,0
D1873,1,1,0,1,0,1,0,1,0,0,0
D1874,0,0,1,1,0,1,1,1,0,0,0
D1875,0,0,1,1,0,1,0,1,1,0,0
D1876,1,1,0,1,1,1,0,1,0,0,0
D1877,0,0,0,1,0,1,0,0,0,0,0
D1878,0,0,0,1,0,0,0,0,0,0,0
D1879,1,1,1,1,0,1,0,0,1,0,0
D1880,0,0,0,1,0,1,1,1,0,0,0
D1881,1,1,0,1,0,1,0,0,1,0,0
D1882,1,0,0,1,0,1,1,1,0,1,0
D1883,0,1,0,1,0,1,1,0,0,1,0
D1884,1,0,0,1,0,0,0,0,0,0,0
D1885,1,1,0,1,0,1,0,0,1,0,0
D1886,1,1,1,1,0,1,1,0,1,0,0
D1887,0,0,0,1,0,0,0,0,0,0,0
D1888,1,0,1,1,0,1,0,0,0,0,0
D1889,1,1,1,1,1,0,1,1,0,0,0
D1890,0,1,0,1,0,1,0,0,0,0,0
D1891,1,0,0,1,1,1,0,1,0,0,0
D1892,1,1,0,1,1,1,0,0,0,0,0
D1893,0,0,0,1,1,1,0,1,0,0,0
D1894,1,1,1,1,0,1,0,0,0,0,0
D1895,0,0,0,1,0,0,1,1,0,0,0
D1896,0,0,0,1,0,1,0,1,0,0,0
D1897,0,1,0,1,1,1,0,1,0,0,0
D1898,1,0,0,1,1,1,1,0,0,0,0
D1899,0,0,0,1,1,1,0,1,0,0,0
D1900,0,0,1,1,0,1,0,1,0,0,0
D1901,1,1,1,1,0,1,0,0,0,1,0
D1902,0,0,0,1,1,1,1,1,0,0,0
D1903,1,0,0,1,0,1,0,1,0,0,0
D1904,1,1,1,1,0,1,0,0,0,0,0
D1905,1,0,1,1,0,1,0,0,0,0,0
D1906,1,0,1,1,0,1,1,0,1,0,0
D1907,0,0,1,1,0,1,0,0,0,1,0
D1908,0,0,1,1,1,1,0,1,0,1,0
D1909,0,1,0,1,0,0,0,1,0,1,0
D1910,1,1,0,1,1,1,0,0,0,1,0
D1911,0,0,1,1,0,1,1,1,0,0,0
D1912,1,0,1,1,0,1,0,0,1,0,0
D1913,0,0,1,1,1,1,0,1,0,0,0
D1914,1,0,1,1,1,1,0,1,1,0,0
D1915,1,0,1,1,0,1,0,1,1,0,0
D1916,1,0,0,1,1,1,0,1,0,0,0
D1917,0,1,0,1,0,1,0,0,0,1,0
D1918,1,0,0,1,1,1,0,1,0,1,0
D1919,0,0,0,1,0,1,0,1,0,0,0
D1920,1,0,1,1,1,1,0,0,1,0,0
D1921,0,0,1,1,0,1,0,0,1,0,0
D1922,0,0,1,1,0,1,1,0,0,0,0
D1923,1,1,0,1,1,1,1,1,0,0,0
D1924,0,0,0,1,1,1,0,1,0,0,0
D1925,1,0,0,1,0,1,0,0,0,0,0
D1926,0,0,1,1,0,1,0,1,0,1,0
D1927,1,0,0,1,0,1,0,0,0,0,0
D1928,1,0,0,1,1,1,0,1,0,0,0
D1929,1,0,0,1,0,1,0,1,0,0,0
D1930,1,0,1,1,0,1,0,0,1,1,0
D1931,1,1,1,1,0,1,0,0,0,0,0
D1932,1,1,1,1,0,1,1,0,1,0,0
D1933,1,0,0,1,0,1,0,0,0,0,0
D1934,0,1,0,1,0,1,0,0,0,0,0
D1935,1,0,1,1,1,1,0,0,0,0,0
D1936,1,0,1,1,0,1,0,1,0,0,0
D1937,0,1,0,1,0,0,1,0,0,1,0
D1938,0,0,1,1,0,0,0,0,0,0,0
D1939,0,0,1,1,1,1,0,1,1,1,0
D1940,1,0,1,1,1,1,0,1,0,1,0
D1941,1,0,0,1,1,1,0,1,0,0,0
D1942,0,1,1,1,0,1,1,1,1,0,0
D1943,1,1,1,1,0,1,0,0,1,1,0
D1944,1,1,0,0,0,0,0,1,0,0,0
D1945,1,0,1,1,0,0,0,0,1,0,0
D1946,1,0,0,1,0,1,1,1,0,0,0
D1947,0,0,1,1,0,1,1,1,1,0,0
D1948,1,0,0,1,0,1,0,1,0,0,0
D1949,1,1,0,1,1,1,1,1,0,0,0
D1950,0,1,0,1,0,1,1,1,0,0,0
D1951,0,0,0,1,1,1,0,0,0,0,0
D1952,1,0,1,1,0,1,1,0,1,0,0
D1953,1,0,1,1,0,0,0,0,1,1,0
D1954,1,1,1,1,1,0,1,0,1,1,0
D1955,0,0,0,1,0,1,0,1,0,0,0
D1956,0,0,1,1,0,1,0,0,1,0,0
D1957,0,0,1,1,0,1,0,0,1,0,0
D1958,0,0,0,1,0,1,0,1,0,0,0
D1959,0,0,0,1,0,1,0,0,0,1,0
D1960,1,0,0,1,0,1,0,0,0,0,0
D1961,1,0,1,1,0,1,0,1,0,0,0
D1962,1,1,1,1,0,1,1,0,0,0,0
D1963,0,0,1,1,0,1,0,0,1,0,0
D1964,1,0,0,1,1,1,1,0,1,0,0
D1965,1,0,1,1,0,1,1,0,0,0,0
D1966,0,1,1,1,0,0,1,0,0,0,0
D1967,1,0,1,1,0,1,0,1,0,0,0
D1968,1,1,0,1,0,1,0,0,0,1,0
D1969,1,0,1,1,0,1,0,0,1,0,0
D1970,1,0,1,1,0,1,0,1,1,1,0
D1971,1,1,0,1,0,1,1,1,0,0,0
D1972,0,0,0,1,0,0,0,1,0,0,0
D1973,0,1,1,1,1,1,0,0,1,1,0
D1974,0,0,1,1,0,0,0,0,1,0,0
D1975,0,1,1,1,0,1,1,0,0,0,0
D1976,0,0,0,1,0,1,0,1,0,0,0
D1977,0,1,1,1,0,0,0,0,1,0,0
D1978,1,0,1,1,1,1,0,1,0,0,0
D1979,1,1,1,1,0,1,1,1,0,1,0
D1980,1,1,1,1,0,1,1,1,1,0,0
D1981,1,0,0,1,0,1,0,0,0,0,0
D1982,1,1,1,1,0,1,0,0,1,0,0
D1983,0,0,1,1,1,1,0,0,1,0,0
D1984,0,0,0,1,1,0,0,1,0,1,0
D1985,0,1,0,1,0,1,1,1,0,1,0
D1986,1,0,1,1,0,1,0,1,0,0,0
D1987,0,0,1,1,0,1,0,1,0,0,0
D1988,1,0,1,1,0,1,0,1,0,1,0
D1989,1,0,0,1,0,1,1,0,0,1,0
D1990,1,0,0,1,1,1,0,1,0,0,0
D1991,0,0,1,1,0,1,0,0,1,0,0
D1992,1,0,0,1,0,1,0,0,0,0,0
D1993,0,0,1,1,1,1,0,1,0,0,0
D1994,0,0,0,1,1,1,0,1,0,0,0
D1995,1,0,1,1,0,1,0,0,0,0,0
D1996,1,0,0,1,1,0,1,1,0,0,0
D1997,1,1,0,1,1,1,0,1,0,0,0
D1998,1,0,0,1,1,1,0,1,0,0,0
D1999,0,1,0,1,0,1,0,1,0,1,0
D2000,1,1,1,1,0,1,0,1,1,0,0
D2001,1,1,0,1,0,1,1,1,1,0,1
D2002,0,1,1,1,1,1,1,1,0,0,1
D2003,0,1,1,1,1,1,0,1,0,1,1
D2004,0,1,1,1,1,1,0,1,0,0,1
D2005,1,1,1,1,1,1,1,1,0,1,1
D2006,1,1,0,1,1,1,1,1,0,0,1
D2007,0,1,1,1,0,1,1,1,0,1,1
D2008,0,1,1,1,1,1,0,1,0,0,1
D2009,1,1,1,1,1,1,1,0,1,1,1
D2010,0,1,1,1,1,1,1,1,1,1,1
D2011,0,1,1,1,1,1,0,1,0,0,1
D2012,0,1,1,1,1,1,1,1,0,1,1
D2013,0,1,1,1,1,1,1,1,0,0,1
D2014,1,1,1,1,0,1,1,1,0,0,1
D2015,1,1,1,1,0,1,1,1,0,0,1
D2016,0,1,1,1,0,1,1,1,0,0,1
D2017,1,1,1,1,1,1,0,1,0,0,1
D2018,1,1,1,1,0,1,0,1,0,0,1
D2019,0,1,1,1,0,1,1,1,0,0,1
D2020,0,0,1,1,1,1,0,1,0,0,1
D2021,0,1,1,1,1,1,1,1,0,1,1
D2022,0,1,1,1,1,1,1,1,0,0,1
D2023,0,1,1,1,0,1,1,1,0,0,1
D2024,0,1,0,1,0,1,1,1,0,0,1
D2025,0,1,0,1,0,1,1,1,1,0,1
D2026,0,1,1,0,1,0,1,1,0,0,1
D2027,0,1,1,1,0,1,1,1,0,0,1
D2028,0,1,1,0,0,1,1,1,0,0,1
D2029,0,1,1,1,1,1,1,0,0,0,1
D2030,0,1,1,1,0,1,1,1,0,0,1
D2031,0,1,1,1,1,1,1,1,0,0,1
D2032,1,1,0,1,1,1,1,1,0,0,1
D2033,0,1,1,1,1,1,0,1,0,1,1
D2034,0,1,1,1,0,1,1,1,1,0,1
D2035,0,1,0,1,1,1,1,1,0,0,1
D2036,0,1,1,1,1,1,1,1,0,0,1
D2037,0,1,1,1,1,1,1,0,0,1,1
D2038,1,1,0,1,0,1,1,1,1,0,1
D2039,1,1,1,1,1,1,0,1,0,1,1
D2040,0,1,0,1,1,1,0,1,0,0,1
D2041,1,1,1,1,0,1,1,1,0,0,1
D2042,0,1,0,1,1,1,0,0,1,0,1
D2043,0,1,0,1,1,1,0,1,1,0,1
D2044,1,1,0,1,1,1,1,1,0,0,1
D2045,0,1,1,1,0,1,0,1,0,1,1
D2046,0,0,1,0,1,1,1,1,0,0,1
D2047,0,1,0,1,0,1,1,1,1,0,1
D2048,1,1,1,1,1,1,0,1,0,0,1
D2049,0,1,1,1,1,1,1,1,0,0,1
D2050,0,1,1,1,1,1,1,1,0,0,1
D2051,0,1,1,1,0,1,1,1,0,0,1
D2052,0,1,1,1,0,1,0,1,0,0,1
D2053,1,1,1,1,0,1,0,1,0,0,1
D2054,1,1,1,1,1,1,1,0,1,0,1
D2055,1,1,1,1,0,1,1,1,0,0,1
D2056,0,1,1,1,0,1,1,1,0,0,1
D2057,0,1,1,1,0,1,1,1,0,1,1
D2058,1,1,1,1,1,1,1,1,0,0,1
D2059,1,1,1,1,1,1,1,1,0,0,1
D2060,1,1,0,1,1,1,1,1,1,0,1
D2061,0,1,0,1,1,1,1,1,0,1,1
D2062,1,0,1,1,0,1,1,1,0,1,1
D2063,1,1,1,1,0,1,0,1,0,0,1
D2064,0,1,1,1,1,1,1,1,0,0,1
D2065,0,1,1,1,0,1,1,1,0,0,1
D2066,1,1,1,1,0,1,0,1,0,0,1
D2067,0,1,0,1,1,1,0,1,0,0,1
D2068,0,1,1,1,1,1,1,1,0,1,1
D2069,0,1,0,1,1,1,1,1,0,0,1
D2070,0,1,1,1,1,1,1,1,0,0,1
D2071,1,1,1,1,0,1,1,0,0,0,1
D2072,1,0,1,0,0,1,0,1,0,0,1
D2073,0,1,1,1,1,1,1,1,0,0,1
D2074,1,1,0,1,1,1,1,1,0,1,1
D2075,0,1,1,1,1,1,1,1,0,0,1
D2076,0,1,1,1,1,0,1,1,0,1,1
D2077,0,1,1,1,0,1,1,1,0,0,1
D2078,1,1,1,1,1,1,1,1,1,0,1
D2079,0,1,0,1,1,1,1,1,1,1,1
D2080,0,1,0,1,1,1,0,1,1,0,1
D2081,1,1,1,1,1,1,1,1,0,0,1
D2082,0,1,1,1,1,1,1,1,0,0,1
D2083,1,1,0,1,1,1,1,0,1,1,1
D2084,0,1,1,1,1,1,1,1,0,0,1
D2085,1,1,1,1,1,1,1,1,0,0,1
D2086,0,1,1,1,1,1,1,1,0,0,1
D2087,0,1,1,1,0,1,1,0,1,0,1
D2088,0,1,1,0,0,1,1,0,1,1,1
D2089,0,1,1,1,1,1,1,1,0,0,1
D2090,1,1,1,1,0,1,1,1,0,1,1
D2091,1,1,1,1,0,1,0,1,0,0,1
D2092,0,1,0,1,1,1,0,0,1,1,1
D2093,1,1,1,1,1,1,1,1,0,0,1
D2094,0,1,1,1,0,1,1,1,0,0,1
D2095,1,1,0,1,0,1,1,1,0,1,1
D2096,0,0,1,0,1,1,0,1,0,0,1
D2097,1,1,1,1,1,1,1,1,0,0,1
D2098,1,1,1,1,0,1,1,1,0,0,1
D2099,1,1,1,1,1,1,1,1,0,0,1
D2100,0,1,1,1,1,1,1,0,1,0,1
D2101,0,1,1,1,0,1,1,1,0,0,1
D2102,0,1,0,1,0,1,1,1,0,0,1
D2103,1,1,1,1,1,1,1,1,0,0,1
D2104,1,1,1,1,0,1,0,0,1,0,1
D2105,0,1,1,1,1,1,1,1,0,0,1
D2106,0,1,1,1,0,1,1,1,0,0,1
D2107,1,1,1,0,1,1,1,1,0,1,1
D2108,1,1,1,1,1,1,0,1,0,0,1
D2109,1,1,0,1,1,1,1,1,1,0,1
D2110,1,1,1,0,1,1,1,0,0,0,1
D2111,0,1,1,1,0,1,1,1,0,0,1
D2112,0,1,1,1,1,1,1,1,0,0,1
D2113,0,1,1,1,1,1,1,1,0,0,1
D2114,0,1,1,1,0,1,1,1,0,1,1
D2115,0,1,1,1,0,1,1,1,0,0,1
D2116,1,1,0,1,1,1,0,0,1,0,1
D2117,0,1,1,1,1,0,0,1,0,0,1
D2118,0,1,1,1,1,1,1,1,0,0,1
D2119,0,1,1,1,0,1,1,1,0,1,1
D2120,1,1,0,1,1,1,0,1,1,0,1
D2121,1,1,0,1,0,0,1,1,1,1,1
D2122,1,1,1,1,0,1,1,1,0,1,1
D2123,0,1,1,1,1,1,1,1,0,0,1
D2124,1,1,1,1,1,1,1,1,0,1,1
D2125,1,1,1,1,1,1,0,1,0,0,1
D2126,1,1,1,1,0,1,1,1,0,0,1
D2127,0,1,1,1,1,1,1,1,0,0,1
D2128,1,1,1,1,1,1,1,1,0,0,1
D2129,1,1,1,1,1,1,1,1,0,0,1
D2130,0,1,1,1,0,1,0,1,0,1,1
D2131,1,1,1,1,0,1,0,1,0,0,1
D2132,0,1,1,1,1,1,1,1,0,0,1
D2133,1,1,1,1,1,1,1,1,0,0,1
D2134,0,1,1,1,0,1,1,1,0,0,1
D2135,0,1,0,1,0,1,1,1,0,0,1
D2136,0,1,1,1,1,1,1,1,0,0,1
D2137,0,0,0,1,1,1,0,0,1,1,1
D2138,1,1,0,1,0,1,1,1,1,0,1
D2139,1,1,1,1,1,1,1,1,0,0,1
D2140,0,1,0,0,1,1,0,0,1,0,1
D2141,0,0,1,1,0,1,0,1,0,0,1
D2142,0,1,0,1,0,1,0,1,0,0,1
D2143,1,1,1,1,1,1,1,1,0,0,1
D2144,0,1,0,1,0,1,1,1,0,0,1
D2145,1,1,0,1,1,1,1,0,1,0,1
D2146,0,1,1,1,1,1,0,1,0,0,1
D2147,0,1,1,1,0,1,0,1,0,0,1
D2148,0,1,0,1,0,1,1,1,1,0,1
D2149,1,1,1,1,0,1,1,1,0,0,1
D2150,0,1,0,1,1,1,1,1,0,1,1
D2151,1,1,1,1,0,1,1,1,0,0,1
D2152,0,1,1,1,1,1,1,0,1,0,1
D2153,1,1,1,1,1,1,1,1,0,0,1
D2154,1,1,1,1,0,1,1,1,0,1,1
D2155,0,1,1,1,1,1,0,1,0,0,1
D2156,0,1,0,1,1,1,1,0,1,1,1
D2157,1,1,1,1,1,1,1,1,0,0,1
D2158,0,1,1,1,0,1,1,1,0,0,1
D2159,1,1,1,1,0,1,1,1,1,0,1
D2160,1,1,1,1,1,1,0,1,0,0,1
D2161,1,1,1,1,0,1,1,1,0,0,1
D2162,0,1,1,1,1,1,0,1,0,0,1
D2163,0,1,1,1,0,1,1,1,0,0,1
D2164,1,1,1,1,1,1,1,1,0,0,1
D2165,1,1,1,1,1,1,1,1,0,0,1
D2166,0,1,1,1,1,1,1,1,0,0,1
D2167,1,1,1,1,1,1,0,1,0,0,1
D2168,1,1,1,1,1,1,1,1,0,0,1
D2169,1,0,0,0,1,1,1,1,0,1,1
D2170,1,0,1,0,0,1,0,1,0,0,1
D2171,0,1,1,1,1,1,1,1,0,0,1
D2172,0,1,1,1,1,1,0,1,0,0,1
D2173,1,1,1,1,1,1,0,1,0,0,1
D2174,1,1,1,1,0,1,0,1,0,1,1
D2175,1,1,1,1,1,1,1,1,0,1,1
D2176,0,1,1,1,0,1,1,1,0,0,1
D2177,0,1,1,1,1,1,1,1,0,0,1
D2178,0,1,1,1,0,1,1,1,0,0,1
D2179,0,1,0,1,1,1,0,0,1,0,1
D2180,0,1,1,1,1,1,1,1,0,0,1
D2181,1,1,0,1,0,1,1,1,0,0,1
D2182,1,1,1,1,1,1,0,1,0,0,1
D2183,0,1,1,1,1,1,1,1,0,1,1
D2184,1,1,1,1,1,1,1,1,0,0,1
D2185,0,1,1,1,1,1,0,1,0,0,1
D2186,0,1,1,1,1,1,1,1,0,0,1
D2187,1,1,0,1,1,1,1,1,0,0,1
D2188,0,1,1,1,1,1,1,1,0,0,1
D2189,1,1,1,1,1,1,1,1,0,0,1
D2190,1,1,0,1,1,1,0,0,1,0,1
D2191,0,1,1,1,1,1,1,1,0,1,1
D2192,0,1,1,1,1,1,0,1,0,0,1
D2193,0,1,1,1,0,1,1,1,0,1,1
D2194,1,0,0,1,0,1,0,1,0,0,1
D2195,0,1,1,1,1,1,1,1,0,0,1
D2196,1,1,1,1,1,1,1,1,0,0,1
D2197,0,1,1,1,0,1,1,1,0,1,1
D2198,0,0,0,1,1,1,0,0,1,1,1
D2199,1,1,1,1,1,1,0,1,0,0,1
D2200,1,1,1,1,1,1,1,1,0,0,1
D2201,0,1,1,1,1,0,1,1,0,0,1
D2202,0,1,0,1,0,1,1,0,1,0,1
D2203,1,1,1,1,1,1,1,1,0,1,1
D2204,0,1,1,1,0,1,1,1,0,0,1
D2205,0,1,1,1,1,1,1,1,0,1,1
D2206,0,1,1,1,1,1,1,1,0,0,1
D2207,0,1,1,1,0,1,1,1,0,1,1
D2208,0,1,1,1,0,1,1,1,0,0,1
D2209,1,1,1,1,0,1,1,1,0,0,1
D2210,0,1,1,1,1,1,1,1,0,0,1
D2211,0,1,1,1,1,1,1,1,0,1,1
D2212,0,1,1,1,1,0,1,1,0,0,1
D2213,1,1,1,1,0,1,1,1,0,0,1
D2214,1,1,1,1,1,1,1,1,0,0,1
D2215,0,1,1,1,1,1,1,1,0,0,1
D2216,0,1,0,1,0,1,1,0,1,0,1
D2217,1,1,1,1,0,1,1,1,0,0,1
D2218,1,1,0,1,0,1,1,1,0,1,1
D2219,0,1,0,1,1,1,1,1,1,0,1
D2220,0,1,1,1,1,1,1,1,0,0,1
D2221,0,1,1,1,1,1,1,1,0,0,1
D2222,1,1,0,0,1,0,1,1,1,0,1
D2223,0,1,1,1,0,1,1,1,0,0,1
D2224,0,1,0,1,0,1,1,0,1,0,1
D2225,1,1,1,1,1,1,1,1,0,0,1
D2226,0,1,0,1,1,1,0,1,1,1,1
D2227,0,1,1,1,1,1,1,1,0,0,1
D2228,0,1,1,1,1,1,1,1,0,0,1
D2229,0,1,1,1,1,1,0,1,0,0,1
D2230,0,1,1,1,0,1,1,1,0,0,1
D2231,0,1,1,1,1,1,1,1,0,0,1
D2232,1,1,1,1,1,1,1,1,0,0,1
D2233,0,1,1,1,1,1,0,1,0,1,1
